JrId	JournalTitle	NlmId	MedAbbr	IsoAbbr	ISSN (Print)	ISSN (Online)
27970	Excerpta medica	0033776	Excerpta Med	Excerpta Med		
3653	Experimentelle Medizin, Pathologie und Klinik	0034007	Exp Med Pathol Klin	Exp Med Pathol Klin	0071-3430	
38041	Fachblatt fur schweizerisches Anstaltswesen. Revue suisse des etablissements hospitaliers	0034027	Fachbl Schweiz Anst	Fachbl Schweiz Anst		
3845	Gazette medicale de France	0034270	Gaz Med Fr	Gaz Med Fr	0016-5557	
3956	Harefuah	0034351	Harefuah	Harefuah	0017-7768	
4417	Journal of abnormal psychology	0034461	J Abnorm Psychol	J Abnorm Psychol	0021-843X	1939-1846
31142	Journal of scientific & industrial research. C, Biological sciences	0034470	J Sci Ind Res (C)	J Sci Ind Res (C)	0368-4229	
44462	The Medico-chirurgical review and journal of medical science. Analytical series	0034616	Med Chir Rev J Med Sci Anal Ser	Med Chir Rev J Med Sci Anal Ser		
44476	The Medico-chirurgical review	0034617	Med Chir Rev	Med Chir Rev		
34387	The Medical bulletin	0034640	Med Bull	Med Bull		
31419	Tidskrift i militar halsovard	0034745	Tidskr Mil Halsov	Tidskr Mil Halsov		
8093	The Wistar Institute symposium monograph	0035247	Wistar Inst Symp Monogr	Wistar Inst Symp Monogr	0084-1013	
8090	Wildlife disease	0035301	Wildl Dis	Wildl Dis	0043-5465	
31141	Het Ziekenhuiswezen	0035477	Ziekenhuiswezen	Ziekenhuiswezen		
31258	Toulouse medical	0035523	Toulouse Med	Toulouse Med	0372-042X	
5912	Molecular pharmacology	0035623	Mol Pharmacol	Mol Pharmacol	0026-895X	1521-0111
2821	Caridad, ciencia y arte	0035654	Caridad Cienc Arte	Caridad Cienc Arte	0069-0546	
6057	Neuroendocrinology	0035665	Neuroendocrinology	Neuroendocrinology	0028-3835	1423-0194
5906	Modern trends in orthopaedics	0035777	Mod Trends Orthop	Mod Trends Orthop	0077-0159	
27968	Medicamentos de actualidad. Drugs of today	0036137	Med Actual	Med Actual	0025-7656	
8035	Voprosy biokhimii mozga	0036162	Vopr Biokhim Mozga	Vopr Biokhim Mozga	0507-2972	
7910	BNWL [reports]. U.S. Atomic Energy Commission	0036320	BNWL Rep	BNWL Rep		
23345	Factotum	0036410	Factotum	Factotum		
163	Series paedopsychiatrica	0036662	Ser Paedopsychiatr	Ser Paedopsychiatr	0080-9012	
8010	Vital and health statistics. Ser. 4, Documents and committee reports	0036665	Vital Health Stat 4	Vital Health Stat 4	0083-2073	
6683	Progress in biochemical pharmacology	0036761	Prog Biochem Pharmacol	Prog Biochem Pharmacol	0079-6085	
28092	Pakistan journal of medical research	0037013	Pak J Med Res	Pak J Med Res	0030-9842	
38069	Revista medica latino-americana	0037035	Rev Med Latinoam	Rev Med Latinoam		
37179	Revista medica xalapena	0037112	Rev Med Xalapena	Rev Med Xalapena		
7277	La Revue stomato-odontologique du nord de la France	0037125	Rev Stomatoodontol Nord Fr	Rev Stomatoodontol Nord Fr	0035-4147	
38068	Revista odontologica	0037177	Rev Odontol (Trujillo)	Rev Odontol (Trujillo)		
40237	Hazards control quarterly report	0037206	Hazard Control Qual Rep	Hazard Control Qual Rep		
27967	The Eastern anthropologist	0037265	East Anthropol	East Anthropol	0012-8686	
3414	Daedalus	0037276	Daedalus	Daedalus	0011-5266	1548-6192
126	Acta leprologica	0037353	Acta Leprol	Acta Leprol	0001-5938	
4103	Hospital administration	0037362	Hosp Adm (New Delhi)	Hosp Adm (New Delhi)	0018-5531	
27966	Abdominal surgery	0037504	Abdom Surg	Abdom Surg	0196-4615	
277	Advances in drug research	0040021	Adv Drug Res	Adv Drug Res	0065-2490	
310	Advances in pharmaceutical sciences	0040024	Adv Pharm Sci	Adv Pharm Sci	0065-3136	
7475	South Dakota journal of medicine	0040162	S D J Med	S D J Med		
4102	Hospital & community psychiatry	0040250	Hosp Community Psychiatry	Hosp Community Psychiatry	0022-1597	
25801	Journal of Jewish communal service	0040373	J Jew Communal Serv	J Jew Communal Serv	0022-2089	
851	Archivio veterinario italiano	0040527	Arch Vet Ital	Arch Vet Ital	0004-0479	
6835	Quaderni Sclavo di diagnostica clinica e di laboratorio	0040616	Quad Sclavo Diagn	Quad Sclavo Diagn	0033-4979	
558	Annales de biologie animale, biochimie, biophysique	0040752	Ann Biol Anim Biochim Biophys	Ann Biol Anim Biochim Biophys	0003-388X	
27965	Bulletin du STATEC. Luxembourg. Service central de la statistique et des etudes economiques	0041135	Bull Statec	Bull Statec	0076-1583	
38002	Boletin. Ecuador. Departamento Medico del Seguro Social Ecuatoriano	0041265	Bol Dep Med Seguro Social Ecuat	Bol Dep Med Seguro Social Ecuat		
6059	Neurology India	0042005	Neurol India	Neurol India	0028-3886	1998-4022
6140	The Nursing clinics of North America	0042033	Nurs Clin North Am	Nurs Clin North Am	0029-6465	1558-1357
4247	L' Infirmiere canadienne	0042116	Infirm Can	Infirm Can	0019-9605	
4284	International journal of cancer	0042124	Int J Cancer	Int J Cancer	0020-7136	1097-0215
1808	International journal of systematic bacteriology	0042143	Int J Syst Bacteriol	Int J Syst Bacteriol	0020-7713	
7950	Virginia nurse quarterly	0042334	Va Nurse Q	Va Nurse Q	0042-6695	
364	The Alaska nurse	0042336	Alaska Nurse	Alaska Nurse	0002-4546	
387	Alumnae magazine (Columbia University-Presbyterian Hospital School of Nursing Alumnae Association)	0042365	Alumnae Mag Columbia Univ Presbyt Hosp Sch Nurs Alumnae Assoc	Alumnae Mag Columbia Univ Presbyt Hosp Sch Nurs Alumnae Assoc	0069-634X	
32142	Applied biochemistry and microbiology	0042510	Appl Biochem Microbiol	Appl Biochem Microbiol	0003-6838	1608-3024
25798	Contemporary psychoanalysis	0042624	Contemp Psychoanal	Contemp Psychoanal	0010-7530	2330-9091
2875	Ceskoslovenska gynekologie	0042671	Cesk Gynekol	Cesk Gynekol	0374-6852	
25799	Psychology in the schools	0042715	Psychol Sch	Psychol Sch	0033-3085	1520-6807
8415	Monthly vital statistics report	0043110	Mon Vital Stat Rep	Mon Vital Stat Rep	0364-0396	
4662	Journal of colloid and interface science	0043125	J Colloid Interface Sci	J Colloid Interface Sci	0021-9797	1095-7103
33383	Advances in the study of behavior	0043147	Adv Study Behav	Adv Study Behav	0065-3454	2162-8823
6940	Review of allergy	0043154	Rev Allergy	Rev Allergy	0034-6411	
4037	Hospital pharmacy	0043175	Hosp Pharm	Hosp Pharm	0018-5787	1945-1253
43801	The International zoo yearbook	0043246	Int Zoo Yearb	Int Zoo Yearb	0074-9664	1748-1090
23308	Speculum	0043264	Speculum	Speculum	0038-7134	2040-8072
3591	Essays in biochemistry	0043306	Essays Biochem	Essays Biochem	0071-1365	1744-1358
3641	Experimental brain research	0043312	Exp Brain Res	Exp Brain Res	0014-4819	1432-1106
5585	Medical & biological engineering	0043417	Med Biol Eng	Med Biol Eng	0025-696X	
7127	Revue d'histoire de l'art dentaire	0043441	Rev Hist Art Dent	Rev Hist Art Dent		
52	Acta clinica Belgica. Supplementum	0043523	Acta Clin Belg Suppl	Acta Clin Belg Suppl	0567-7386	
4357	International surgery	0043524	Int Surg	Int Surg	0020-8868	2520-2456
532	Anesthesia progress	0043533	Anesth Prog	Anesth Prog	0003-3006	1878-7177
2796	Carbohydrate research	0043535	Carbohydr Res	Carbohydr Res	0008-6215	1873-426X
23307	Ecology	0043541	Ecology	Ecology	0012-9658	1939-9170
31140	Actualites pharmaceutiques	0043545	Actual Pharm	Actual Pharm	0515-3700	2352-7978
6912	Research progress in organic, biological and medicinal chemistry	0043605	Res Prog Org Biol Med Chem	Res Prog Org Biol Med Chem	0486-5111	
47553	The Egyptian journal of neurology, psychiatry and neurosurgery	0043617	Egypt J Neurol Psychiatr Neurosurg	Egypt J Neurol Psychiatr Neurosurg	1110-1083	1687-8329
23305	Studies in philology	0043732	Stud Philol	Stud Philol	0039-3738	
32453	Helminthologia	0043764	Helminthologia	Helminthologia	0440-6605	1336-9083
23306	Wehrmedizinische Monatsschrift	0044034	Wehrmed Monatsschr	Wehrmed Monatsschr	0043-2156	
8462	Vital and health statistics. Series 20, Data from the National Vital Statistics System	0044071	Vital Health Stat 20	Vital Health Stat 20	0083-2022	2333-2298
278	Advances in enzyme regulation	0044263	Adv Enzyme Regul	Adv Enzyme Regul	0065-2571	1873-2437
25797	World medicine	0044272	World Med	World Med	0043-8669	
5136	Journal of pediatric ophthalmology	0044350	J Pediatr Ophthalmol	J Pediatr Ophthalmol	0022-345X	
741	Archives francaises des maladies de l'appareil digestif	0044500	Arch Fr Mal App Dig	Arch Fr Mal App Dig	0003-9772	
7476	The South Dakota nurse	0044560	S D Nurse	S D Nurse	0038-335X	
5870	Mississippi RN	0044610	Miss RN	Miss RN	0026-6388	
366	Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie. Albrecht von Graefe's archive for clinical and experimental ophthalmology	0044637	Albrecht Von Graefes Arch Klin Exp Ophthalmol	Albrecht Von Graefes Arch Klin Exp Ophthalmol	0065-6100	
5384	Japanese journal of ophthalmology	0044652	Jpn J Ophthalmol	Jpn J Ophthalmol	0021-5155	1613-2246
6889	Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer	0044671	Recent Results Cancer Res	Recent Results Cancer Res	0080-0015	
36219	Revista colombiana de psiquiatria	0045130	Rev Colomb Psiquiatr	Rev Colomb Psiquiatr	0034-7450	
29896	JNMA; journal of the Nepal Medical Association	0045233	JNMA J Nepal Med Assoc	JNMA J Nepal Med Assoc	0028-2715	1815-672X
25896	ACOG technical bulletin	0045265	ACOG Tech Bull	ACOG Tech Bull	1074-8628	
2740	Canadian journal of ophthalmology. Journal canadien d'ophtalmologie	0045312	Can J Ophthalmol	Can J Ophthalmol	0008-4182	1715-3360
20460	Journal of experimental social psychology	0045332	J Exp Soc Psychol	J Exp Soc Psychol	0022-1031	
320	Advances in surgery	0045335	Adv Surg	Adv Surg	0065-3411	1878-0555
5453	Newsletter. Kentucky Nurses Association	0045354	Newsl Ky Nurses Assoc	Newsl Ky Nurses Assoc	0023-0316	
4373	Investigative radiology	0045377	Invest Radiol	Invest Radiol	0020-9996	1536-0210
6467	Physiology & pharmacology for physicians	0045406	Physiol Pharmacol Physicians	Physiol Pharmacol Physicians	0554-1417	
7891	University of Newcastle upon Tyne medical gazette	0045472	Univ Newcastle Tyne Med Gaz	Univ Newcastle Tyne Med Gaz		
1920	Brain research	0045503	Brain Res	Brain Res	0006-8993	1872-6240
27964	Journal of scientific and industrial research	0045506	J Sci Ind Res (India)	J Sci Ind Res (India)	0022-4456	0975-1084
5089	Journal of oral medicine	0045507	J Oral Med	J Oral Med	0022-3247	
6728	Protetyka stomatologiczna	0045533	Protet Stomatol	Protet Stomatol	0033-1783	
6337	Pennsylvania medicine	0045606	Pa Med	Pa Med	0031-4595	
7456	Schwestern Revue	0045677	Schwest Rev	Schwest Rev	0048-9549	
6804	Public administration review	0045715	Public Adm Rev	Public Adm Rev	0033-3352	1540-6210
27962	Tijdschrift voor geneeskunde	0045747	Tijdschr Geneeskd	Tijdschr Geneeskd	0371-683X	
2110	Bulletin of environmental contamination and toxicology	0046021	Bull Environ Contam Toxicol	Bull Environ Contam Toxicol	0007-4861	1432-0800
7364	SA nursing journal. SA verplegingstydskrif	0046024	SA Nurs J	SA Nurs J		
23397	South African nursing journal. Suid-Afrikaanse verplegingstydskrif	0046027	S Afr Nursing J	S Afr Nursing J	0038-2507	
27963	Multivariate behavioral research	0046052	Multivariate Behav Res	Multivariate Behav Res	0027-3171	1532-7906
23304	Items	0046314	Items	Items	0049-0903	
7936	Report (U.S. Naval Submarine Medical Center)	0046347	Rep US Nav Submar Med Cent	Rep US Nav Submar Med Cent	0730-8515	
3880	Geriatric nursing	0046433	Geriatr Nurs (Minneap)	Geriatr Nurs (Minneap)	0435-5733	
38003	Bulletin. Societe scientifique d'hygiene alimentaire et d'alimentation rationnelle	0046535	Bull Soc Sci Hyg Aliment Aliment Ration Homme	Bull Soc Sci Hyg Aliment Aliment Ration Homme		
3650	Experimental gerontology	0047061	Exp Gerontol	Exp Gerontol	0531-5565	1873-6815
2974	Circulation research	0047103	Circ Res	Circ Res	0009-7330	1524-4571
2940	Christian nurse	0047107	Christ Nurse (Mysore)	Christ Nurse (Mysore)	0009-5540	
6926	Respiration physiology	0047142	Respir Physiol	Respir Physiol	0034-5687	
3833	Georgia nursing	0047220	Ga Nurse	Ga Nurse	0016-8335	
3873	Genetika	0047354	Genetika	Genetika	0016-6758	
3797	Fysiatricky a reumatologicky vestnik	0047421	Fysiatr Revmatol Vestn	Fysiatr Revmatol Vestn	0072-0038	
7932	NADC-MR [reports]. United States. Naval Air Development Center, Johnsville, Pa. Aerospace Medical Research Department	0047422	NADC-MR Rep	NADC-MR Rep		
944	Australasian radiology	0047441	Australas Radiol	Australas Radiol	0004-8461	1440-1673
6695	Progress in clinical pathology	0047556	Prog Clin Pathol	Prog Clin Pathol	0079-6174	
7926	AMD-TR [reports]. United States. Aerospace Medical Division	0047634	AMD TR Rep	AMD TR Rep		
35781	Journal of applied spectroscopy	0047670	J Appl Spectrosc	J Appl Spectrosc	0021-9037	1573-8647
23303	Bibliotheque d'humanisme et renaissance; travaux et documents	0047723	Bibl Humanisme Renaiss	Bibl Humanisme Renaiss	0006-1999	
46552	Chemistry of natural compounds	0047757	Chem Nat Compd	Chem Nat Compd	0009-3130	1573-8388
41841	Chemistry of heterocyclic compounds	0050006	Chem Heterocycl Compd (N Y)	Chem Heterocycl Compd (N Y)	0009-3122	1573-8353
5284	Journal de stomatologie de Belgique	0050076	J Stomatol Belg	J Stomatol Belg		
25795	Psychology (Savannah, Ga.)	0050115	Psychology	Psychology	0033-3077	
32528	The Journal of ecology	0050202	J Ecol	J Ecol	0022-0477	1365-2745
4586	Journal of cellular physiology	0050222	J Cell Physiol	J Cell Physiol	0021-9541	1097-4652
23302	Anuario indigenista	0050235	Anu Indig	Anu Indig	0304-2596	
25794	Journal of school psychology	0050303	J Sch Psychol	J Sch Psychol	0022-4405	1873-3506
32082	Hospitals	0050430	Hospitals (Lond)	Hospitals (Lond)		
31622	The Harlem Hospital bulletin	0050435	Harlem Hosp Bull (N Y)	Harlem Hosp Bull (N Y)	0438-6124	
7882	Ultrasonics	0050452	Ultrasonics	Ultrasonics	0041-624X	1874-9968
41740	Radiochimica acta	0050556	Radiochim Acta	Radiochim Acta	0033-8230	2193-3405
6374	Pathology annual	0050610	Pathol Annu	Pathol Annu	0079-0184	
27961	Khigiena i zdraveopazvane	0050620	Hig Zdraveopaz	Hig Zdraveopaz	0018-8247	
5195	Journal of polymer science. Part A-1, Polymer chemistry	0050636	J Polym Sci A1	J Polym Sci A1	0449-296X	
339	Aging	0050677	Aging	Aging	0002-0966	
2882	Ceskoslovenska patologie	0050734	Cesk Patol	Cesk Patol	1210-7875	1805-4498
3825	Giornale italiano delle malattie del torace	0050772	G Ital Mal Torace	G Ital Mal Torace	0017-0437	
7710	Texas medicine	0051012	Tex Med	Tex Med	0040-4470	1938-3223
3827	Giornale italiano della tubercolosi e delle malattie del torace	0051104	G Ital Tuberc Mal Torace	G Ital Tuberc Mal Torace	0367-4622	
5688	Medical research engineering	0051420	Med Res Eng	Med Res Eng	0025-7508	
794	Archives de medecine generale et tropicale	0051452	Arch Med Gen Trop	Arch Med Gen Trop	0365-4656	
25793	International drug therapy newsletter	0051530	Int Drug Ther Newsl	Int Drug Ther Newsl	0020-6571	
35603	Xin li xue bao. Acta psychologica Sinica	0051531	Xin Li Xue Bao	Xin Li Xue Bao	0439-755X	
20652	Medizinhistorisches Journal	0051574	Medizinhist J	Medizinhist J	0025-8431	1611-4477
27960	Smith College studies in social work	0051757	Smith Coll Stud Soc Work	Smith Coll Stud Soc Work	0037-7317	1553-0426
31399	Journal of projective techniques	0052130	J Proj Tech	J Proj Tech		
4592	Journal of cell science	0052457	J Cell Sci	J Cell Sci	0021-9533	1477-9137
5138	Journal of pediatric surgery	0052631	J Pediatr Surg	J Pediatr Surg	0022-3468	1531-5037
1805	The British journal of disorders of communication	0052704	Br J Disord Commun	Br J Disord Commun	0007-098X	
3988	Health services research	0053006	Health Serv Res	Health Serv Res	0017-9124	1475-6773
31400	Zeitschrift fur Immunitats- und Allergieforschung	0053225	Z Immunitats Allergieforsch	Z Immunitats Allergieforsch	0372-9001	
7495	Seminars in roentgenology	0053252	Semin Roentgenol	Semin Roentgenol	0037-198X	1558-4658
33280	Journal of organometallic chemistry	0053303	J Organomet Chem	J Organomet Chem	0022-328X	1872-8561
22483	Studia psychologica	0053353	Stud Psychol (Bratisl)	Stud Psychol (Bratisl)	0039-3320	2585-8815
47459	Journal of humanistic psychology	0053462	J Humanist Psychol	J Humanist Psychol	0022-1678	1552-650X
7300	La Ricerca scientifica. 2. ser., pt.1: Rivista	0054202	Ric Sci 2 Ser Pt 1 Riv	Ric Sci 2 Ser Pt 1 Riv	0556-9672	
7296	La Ricerca scientifica	0054204	Ric Sci	Ric Sci	0035-5011	
7297	La Ricerca scientifica. 2. ser., pt. 2: Rendiconti. Sezione B: Biologica	0054211	Ric Sci 2 Ser Pt 2 Rend B	Ric Sci 2 Ser Pt 2 Rend B	0556-9699	
2040	Naunyn-Schmiedebergs Archiv fur experimentelle Pathologie und Pharmakologie	0054224	Naunyn Schmiedebergs Arch Exp Pathol Pharmakol	Naunyn Schmiedebergs Arch Exp Pathol Pharmakol		
6274	Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift fur Augenheilkunde	0054655	Ophthalmologica	Ophthalmologica	0030-3755	1423-0267
391	The American behavioral scientist	0055030	Am Behav Sci	Am Behav Sci	0002-7642	1552-3381
5143	Journal of periodontal research	0055107	J Periodontal Res	J Periodontal Res	0022-3484	1600-0765
22484	Nutrition today	0055201	Nutr Today	Nutr Today	0029-666X	1538-9839
33426	The Journal of applied ecology	0055203	J Appl Ecol	J Appl Ecol	0021-8901	1365-2664
4877	Nihon Kyosei Shika Gakkai zasshi = The journal of Japan Orthodontic Society	0055371	Nihon Kyosei Shika Gakkai Zasshi	Nihon Kyosei Shika Gakkai Zasshi	0021-454X	
7423	Scandinavian journal of respiratory diseases	0055427	Scand J Respir Dis	Scand J Respir Dis	0036-5572	
6971	Revista argentina de urologia y nefrologia	0055467	Rev Argent Urol Nefrol	Rev Argent Urol Nefrol	0048-7627	
31139	Revista argentina de urologia	0055564	Rev Argent Urol	Rev Argent Urol		
7946	Virginia dental journal	0055616	Va Dent J	Va Dent J	0049-6472	
23301	The Classical review	0055635	Classical Rev	Classical Rev	0009-840X	1464-3561
4317	International journal of orthodontics	0055653	Int J Orthod	Int J Orthod	0020-7500	
25791	Current medicine for attorneys	0055673	Curr Med Atty	Curr Med Atty	0011-3719	
28324	Revue francaise de sociologie	0056011	Rev Fr Sociol	Rev Fr Sociol	0035-2969	
4336	International rescuer	0056013	Int Rescuer	Int Rescuer	0020-8515	
23300	Rivista dell'Istituto vaccinogeno e dei consorzi provinciali antitubercolari	0056205	Riv Ist Vaccinogeno Consorzi Prov Antituberc	Riv Ist Vaccinogeno Consorzi Prov Antituberc	0021-2598	
3372	Zuchthygiene	0056272	Zuchthygiene	Zuchthygiene	0044-5371	
37950	Journal of food science and technology	0056471	J Food Sci Technol	J Food Sci Technol	0022-1155	0975-8402
7160	Revista de investigacion en salud publica	0056517	Rev Invest Salud Publica	Rev Invest Salud Publica	0034-8384	
27958	Sociologia Neerlandica	0056714	Sociol Neerl	Sociol Neerl	0920-4490	
27959	Revue tunisienne de sciences sociales	0057026	Rev Tunis Sci Soc	Rev Tunis Sci Soc	0035-4333	
5401	Nihon juigaku zasshi. The Japanese journal of veterinary science	0057113	Nihon Juigaku Zasshi	Nihon Juigaku Zasshi	0021-5295	
4861	Kaiin dayori. [Membership news]. Nippon Kontakuto Renzu Gakkai	0057120	Kaiin Dayori Nihon Kontakuto Renzu Gakkai	Kaiin Dayori Nihon Kontakuto Renzu Gakkai	0374-9851	
7425	Scandinavian journal of respiratory diseases. Supplementum	0057161	Scand J Respir Dis Suppl	Scand J Respir Dis Suppl	0080-6730	
3002	Clinical and experimental immunology	0057202	Clin Exp Immunol	Clin Exp Immunol	0009-9104	1365-2249
27957	Der Praktische Tierarzt	0057204	Prakt Tierarzt	Prakt Tierarzt	0032-681X	
